party1,party2,begin_datetime,end_datetime,avg_distance
46,49,2020-12-25 06:40:57,2020-12-25 06:59:02,4.53496
52,18,2021-08-22 12:42:04,2021-08-22 15:19:07,4.79750
39,18,2021-10-20 20:52:33,2021-10-20 23:19:25,2.29454
79,125,2020-07-28 23:34:20,2020-07-28 23:35:51,7.70230
90,42,2021-09-12 16:37:51,2021-09-12 17:47:16,6.79743
118,96,2021-09-30 01:28:35,2021-09-30 02:23:23,9.67602
40,106,2021-10-05 04:35:21,2021-10-05 06:52:05,8.08082
66,37,2021-06-09 14:29:55,2021-06-09 14:47:04,3.92002
39,28,2021-01-16 21:01:22,2021-01-16 21:19:20,3.81869
41,113,2021-03-31 23:26:30,2021-04-01 01:50:19,6.41541
118,93,2021-09-20 10:18:14,2021-09-20 12:01:45,0.80471
102,18,2020-09-24 01:19:02,2020-09-24 02:04:33,3.38789
99,29,2021-06-22 12:05:14,2021-06-22 14:10:28,2.52249
88,78,2021-02-01 06:28:30,2021-02-01 07:36:59,6.17507
28,65,2020-07-28 09:56:55,2020-07-28 12:20:10,2.15753
111,124,2021-05-11 11:21:15,2021-05-11 12:30:08,8.64284
4,86,2020-07-16 21:08:21,2020-07-16 21:45:48,2.06061
69,78,2021-06-03 23:22:03,2021-06-04 02:05:58,2.54127
39,23,2020-08-25 19:19:49,2020-08-25 21:23:48,4.62556
43,79,2021-05-04 17:02:12,2021-05-04 17:33:18,9.88963
115,79,2020-10-02 04:58:01,2020-10-02 07:26:49,3.79121
38,61,2020-11-26 00:58:28,2020-11-26 03:21:04,2.34028
122,29,2021-03-23 16:46:38,2021-03-23 19:19:25,3.75067
98,36,2021-08-15 00:57:51,2021-08-15 01:19:36,9.15002
68,42,2020-09-09 22:54:17,2020-09-09 23:57:21,7.19752
91,101,2021-08-15 07:18:36,2021-08-15 08:50:07,1.51624
101,85,2021-09-22 16:18:59,2021-09-22 16:26:51,8.81079
39,1,2020-06-11 15:15:24,2020-06-11 16:47:09,7.30873
60,81,2020-10-31 04:21:19,2020-10-31 04:56:49,0.26288
28,74,2021-04-02 07:18:29,2021-04-02 08:47:29,5.73790
16,30,2021-07-11 14:40:50,2021-07-11 15:41:20,1.33801
5,80,2021-09-29 16:29:11,2021-09-29 17:11:36,8.56964
4,8,2021-09-01 14:37:04,2021-09-01 17:16:30,9.79588
8,6,2021-01-30 03:12:32,2021-01-30 05:22:17,0.77793
63,4,2020-08-14 22:52:22,2020-08-15 00:31:21,3.59232
79,106,2021-05-11 15:57:42,2021-05-11 17:24:18,7.62280
108,109,2021-09-26 14:27:25,2021-09-26 16:24:33,1.38331
54,42,2020-12-14 02:31:08,2020-12-14 04:27:17,7.91579
90,12,2021-05-19 19:18:39,2021-05-19 20:50:05,8.08523
70,16,2020-11-24 22:53:57,2020-11-25 01:30:40,6.08844
5,117,2021-01-08 22:41:46,2021-01-08 23:58:24,2.00432
85,69,2020-08-08 17:57:40,2020-08-08 18:21:26,1.74768
24,68,2021-01-21 20:23:28,2021-01-21 20:51:15,6.04900
47,50,2020-09-21 12:12:08,2020-09-21 14:27:39,3.65092
49,48,2020-07-03 17:33:24,2020-07-03 17:48:06,3.61917
35,73,2021-04-06 16:50:42,2021-04-06 19:25:04,8.61538
45,112,2021-04-07 11:44:45,2021-04-07 12:06:38,8.37132
77,21,2021-05-04 02:50:36,2021-05-04 05:23:11,7.84744
52,83,2020-11-01 13:43:10,2020-11-01 16:20:46,8.18000
67,61,2021-10-11 12:36:11,2021-10-11 13:39:01,9.67571
60,107,2020-07-17 09:58:41,2020-07-17 12:04:27,3.10674
44,122,2021-10-12 04:36:57,2021-10-12 07:01:28,1.94904
42,7,2020-12-12 02:20:03,2020-12-12 03:04:41,5.06832
110,18,2021-09-01 11:55:51,2021-09-01 13:32:52,6.41322
117,33,2021-11-21 09:44:25,2021-11-21 10:52:46,7.30037
86,27,2021-03-09 08:44:55,2021-03-09 10:38:06,1.47514
16,85,2021-03-22 23:12:33,2021-03-23 00:08:05,2.43930
112,13,2020-05-10 22:12:18,2020-05-11 00:50:01,0.55118
80,3,2020-12-11 11:14:45,2020-12-11 11:55:57,1.81349
30,96,2021-05-03 23:53:37,2021-05-04 02:38:12,8.64181
82,53,2021-04-06 16:06:29,2021-04-06 18:21:29,0.61216
116,95,2021-01-18 02:04:18,2021-01-18 02:30:41,8.31512
81,9,2020-07-18 13:14:25,2020-07-18 13:48:22,8.64430
17,107,2021-04-16 17:47:08,2021-04-16 19:45:13,6.23621
56,19,2021-10-05 15:57:49,2021-10-05 17:15:09,3.67283
55,28,2020-07-03 00:46:16,2020-07-03 03:08:57,2.39372
35,44,2021-05-26 03:15:26,2021-05-26 04:33:26,8.94652
71,90,2020-08-21 03:25:15,2020-08-21 06:09:18,8.69994
32,4,2020-11-05 21:45:16,2020-11-05 22:28:39,8.91579
56,72,2020-09-28 21:22:47,2020-09-29 00:04:21,8.28127
55,50,2021-11-08 05:26:24,2021-11-08 07:17:23,0.92914
17,37,2021-04-25 15:45:07,2021-04-25 18:23:50,5.37986
125,120,2021-07-12 12:32:11,2021-07-12 12:55:33,4.38488
10,60,2021-11-02 11:53:40,2021-11-02 14:35:12,7.17409
54,28,2020-12-11 04:24:58,2020-12-11 05:57:23,7.82727
101,26,2020-12-23 02:37:44,2020-12-23 03:25:28,1.07984
119,115,2021-01-02 07:55:29,2021-01-02 09:58:07,5.17571
121,104,2020-10-17 08:12:25,2020-10-17 09:36:16,7.52628
25,35,2021-04-12 03:36:38,2021-04-12 03:37:45,9.55337
78,7,2021-06-19 02:46:15,2021-06-19 03:37:02,4.00136
124,57,2020-12-29 11:04:02,2020-12-29 12:23:03,3.35463
121,77,2020-12-05 06:43:59,2020-12-05 07:50:28,0.82055
5,54,2020-11-08 21:51:07,2020-11-09 00:26:22,9.51549
65,73,2020-12-12 11:34:56,2020-12-12 13:39:22,0.57744
47,119,2021-05-29 09:10:04,2021-05-29 10:04:31,7.16077
4,8,2021-08-29 18:58:17,2021-08-29 19:44:24,4.00547
46,21,2020-12-10 13:25:03,2020-12-10 14:49:04,5.92365
54,66,2021-08-28 11:31:38,2021-08-28 13:10:05,0.01955
125,17,2021-01-22 23:53:06,2021-01-22 23:55:54,3.75711
35,83,2021-09-06 11:11:51,2021-09-06 11:37:48,8.30704
38,65,2020-07-03 04:40:07,2020-07-03 06:04:16,0.91870
93,18,2020-09-22 22:26:08,2020-09-23 00:56:45,1.95071
94,30,2021-09-04 01:26:15,2021-09-04 04:05:03,0.73243
114,36,2020-09-18 20:43:54,2020-09-18 22:58:28,0.91616
77,79,2021-01-06 23:16:00,2021-01-07 00:32:18,1.37568
79,109,2021-04-16 22:48:21,2021-04-16 22:51:51,1.47415
113,11,2020-07-05 00:16:55,2020-07-05 01:16:22,9.08290
98,96,2021-04-14 18:37:17,2021-04-14 19:56:54,4.78045
34,69,2021-10-29 16:08:26,2021-10-29 17:53:19,4.90761
125,8,2020-06-10 05:49:51,2020-06-10 06:33:17,2.91739
86,20,2021-09-17 04:53:49,2021-09-17 07:31:57,4.01789
86,57,2020-05-28 15:21:40,2020-05-28 17:30:13,6.68604
115,2,2021-01-14 00:13:10,2021-01-14 00:49:42,1.74219
6,36,2021-06-10 10:44:23,2021-06-10 11:46:14,4.66641
52,23,2021-06-20 12:18:25,2021-06-20 12:53:23,7.38622
15,59,2021-03-15 20:56:45,2021-03-15 23:02:47,1.02885
119,28,2020-09-11 02:23:02,2020-09-11 03:37:08,9.16788
88,67,2020-08-29 03:09:28,2020-08-29 03:42:14,4.06892
9,13,2020-08-24 04:39:44,2020-08-24 06:33:50,8.09920
7,103,2020-06-08 08:41:27,2020-06-08 09:41:30,1.75799
60,94,2021-09-28 02:49:14,2021-09-28 04:26:05,6.65177
33,62,2020-07-26 07:21:58,2020-07-26 08:35:10,2.10729
116,77,2020-07-25 01:46:28,2020-07-25 03:11:11,1.70555
64,102,2021-07-21 00:01:12,2021-07-21 02:09:29,6.54171
73,102,2021-09-02 04:36:54,2021-09-02 05:45:31,2.21681
117,15,2021-11-15 18:16:26,2021-11-15 18:38:47,0.23124
15,54,2020-07-10 23:29:34,2020-07-11 01:03:57,5.92983
105,68,2021-05-11 15:24:17,2021-05-11 18:00:49,5.36071
2,42,2021-07-30 15:59:28,2021-07-30 17:20:09,3.71001
92,55,2020-10-16 00:01:20,2020-10-16 01:43:00,1.96952
9,20,2021-08-24 12:08:54,2021-08-24 14:01:46,8.63714
107,47,2020-10-22 05:33:23,2020-10-22 05:37:55,8.11376
73,98,2020-05-24 13:22:25,2020-05-24 14:23:51,2.36605
32,93,2021-07-22 21:34:34,2021-07-23 00:16:44,6.56624
3,8,2020-07-18 12:40:03,2020-07-18 13:21:45,7.92524
13,5,2021-06-04 00:00:44,2021-06-04 00:53:35,8.86352
117,95,2021-08-07 07:25:26,2021-08-07 08:33:09,1.25481
106,81,2021-11-22 11:16:22,2021-11-22 12:22:38,0.69118
75,30,2021-04-08 19:55:15,2021-04-08 20:41:27,1.29642
75,39,2021-08-01 21:50:05,2021-08-01 23:45:36,1.94436
18,44,2020-09-29 22:23:50,2020-09-29 22:44:27,0.43069
28,120,2020-12-24 23:56:57,2020-12-25 00:45:38,2.89785
46,28,2021-09-21 15:43:20,2021-09-21 18:07:51,8.16659
109,93,2020-10-08 10:33:34,2020-10-08 12:11:36,5.66835
31,25,2020-10-19 22:32:33,2020-10-19 23:10:10,5.85528
108,57,2021-07-28 11:38:20,2021-07-28 12:23:49,2.15938
93,65,2021-04-08 06:59:26,2021-04-08 09:27:39,1.55044
120,18,2020-06-16 16:27:03,2020-06-16 18:39:42,6.07478
4,116,2021-04-25 08:09:14,2021-04-25 09:38:32,9.32848
67,100,2020-06-21 17:42:18,2020-06-21 19:25:01,0.14640
51,69,2021-08-27 02:02:18,2021-08-27 02:50:09,5.24011
116,76,2021-01-21 20:58:11,2021-01-21 22:03:23,2.88856
77,115,2021-04-13 09:06:47,2021-04-13 11:04:25,0.54704
81,72,2021-01-15 00:52:03,2021-01-15 02:48:42,7.26694
92,112,2021-11-21 08:30:11,2021-11-21 09:39:58,8.55507
52,24,2021-07-08 01:30:22,2021-07-08 02:53:24,0.36739
108,69,2021-01-28 14:45:39,2021-01-28 14:55:38,3.11647
6,3,2021-09-28 01:34:11,2021-09-28 03:53:00,9.54339
89,123,2020-06-30 09:11:59,2020-06-30 10:17:42,5.68155
86,29,2021-04-05 13:31:56,2021-04-05 15:21:53,7.60993
116,65,2020-07-29 00:18:50,2020-07-29 02:46:49,9.45258
20,5,2021-11-11 21:35:23,2021-11-11 22:02:24,7.08371
85,99,2020-12-12 09:24:59,2020-12-12 10:00:29,2.89089
80,29,2021-06-23 04:35:50,2021-06-23 05:07:14,5.90681
76,93,2021-10-19 10:26:29,2021-10-19 12:42:25,3.08862
94,23,2020-10-10 14:58:50,2020-10-10 17:29:23,0.89604
97,75,2020-08-28 09:03:39,2020-08-28 09:26:53,3.90259
65,4,2021-04-14 04:46:21,2021-04-14 05:30:39,1.66881
106,25,2020-12-12 21:28:43,2020-12-12 23:19:27,5.64731
39,113,2021-06-19 20:45:14,2021-06-19 23:15:39,9.59501
69,78,2020-10-17 05:04:40,2020-10-17 07:01:54,7.17998
42,86,2021-07-28 06:26:31,2021-07-28 08:17:59,9.86654
8,35,2021-05-31 22:32:58,2021-05-31 23:04:13,4.27295
20,48,2021-07-20 07:53:48,2021-07-20 10:12:59,7.80501
51,57,2020-05-09 12:00:06,2020-05-09 14:24:10,4.24752
20,6,2020-09-21 18:40:52,2020-09-21 20:54:22,0.75745
70,10,2020-08-15 08:57:51,2020-08-15 09:27:42,5.80221
51,108,2021-07-29 02:53:01,2021-07-29 02:58:35,2.49272
19,119,2021-07-12 10:53:23,2021-07-12 13:24:05,3.26242
24,44,2020-08-12 18:21:27,2020-08-12 18:35:31,7.20910
40,88,2020-07-21 04:54:26,2020-07-21 06:06:54,3.47098
3,47,2021-10-15 21:04:26,2021-10-15 23:21:34,5.30485
73,49,2020-06-04 21:02:54,2020-06-04 23:17:51,9.20295
106,27,2020-06-13 21:23:28,2020-06-13 21:23:49,9.04696
94,14,2021-08-05 08:06:39,2021-08-05 09:39:19,6.80048
36,49,2020-05-03 15:07:50,2020-05-03 16:21:02,9.05886
84,75,2021-05-31 07:49:44,2021-05-31 08:28:23,4.00739
51,42,2021-10-13 10:00:54,2021-10-13 11:17:48,6.05084
26,50,2021-04-21 21:43:11,2021-04-21 22:07:21,7.29926
116,124,2021-03-19 02:14:05,2021-03-19 03:36:36,8.83679
78,4,2020-07-13 01:54:03,2020-07-13 02:15:40,4.14849
112,106,2021-10-23 12:06:36,2021-10-23 13:35:02,4.26305
96,65,2021-06-13 23:48:15,2021-06-14 00:23:44,4.21760
111,11,2021-05-30 16:19:29,2021-05-30 16:26:07,3.43203
37,23,2020-09-26 07:06:10,2020-09-26 09:48:11,1.92832
68,109,2021-07-05 18:27:21,2021-07-05 20:16:00,3.81313
78,52,2020-06-12 13:07:23,2020-06-12 13:37:30,0.92074
50,85,2021-09-21 19:06:39,2021-09-21 21:24:25,4.65356
98,23,2021-01-09 07:28:36,2021-01-09 08:43:49,0.87509
81,7,2020-09-01 04:57:12,2020-09-01 07:37:01,0.11878
25,28,2021-06-16 05:37:48,2021-06-16 06:30:11,4.52946
42,111,2020-07-29 21:20:44,2020-07-29 21:42:01,0.28197
82,21,2020-06-13 21:57:39,2020-06-13 21:58:23,3.93327
9,31,2020-05-29 13:32:38,2020-05-29 13:54:34,0.98467
37,50,2021-07-23 23:23:13,2021-07-24 00:24:07,8.58922
87,20,2021-03-26 11:15:04,2021-03-26 12:04:54,1.48192
115,103,2021-06-27 19:15:46,2021-06-27 20:50:08,5.69486
84,60,2020-12-22 12:42:02,2020-12-22 14:26:45,0.00071
86,19,2021-05-11 02:02:54,2021-05-11 04:32:13,2.89443
121,64,2021-02-14 16:00:55,2021-02-14 16:46:50,4.92672
17,75,2020-05-05 12:11:02,2020-05-05 14:37:19,7.99082
71,103,2021-09-07 07:43:14,2021-09-07 08:15:35,5.75122
17,101,2020-06-11 09:50:07,2020-06-11 12:23:31,9.55509
14,11,2020-06-15 11:01:21,2020-06-15 12:02:51,1.23919
60,62,2020-05-03 03:12:24,2020-05-03 03:26:14,1.30719
97,106,2021-03-18 16:55:09,2021-03-18 19:29:08,0.24924
96,41,2020-05-17 11:25:55,2020-05-17 12:38:40,0.93382
122,108,2021-05-07 20:42:43,2021-05-07 21:29:43,2.10608
105,20,2020-10-17 05:10:29,2020-10-17 05:44:55,8.95080
69,76,2021-02-16 01:52:24,2021-02-16 03:14:49,0.19961
53,76,2021-04-18 20:44:44,2021-04-18 21:38:46,5.37662
56,62,2021-09-07 20:23:09,2021-09-07 23:09:24,2.42636
46,40,2021-06-24 12:35:37,2021-06-24 12:57:12,2.36038
36,95,2021-07-05 08:35:18,2021-07-05 09:49:11,9.63058
55,91,2020-06-17 15:26:58,2020-06-17 17:51:54,3.68853
52,43,2021-07-18 22:29:29,2021-07-19 00:12:10,6.33427
6,55,2020-07-02 14:41:17,2020-07-02 16:48:50,7.29159
99,116,2021-06-28 02:56:45,2021-06-28 03:04:52,3.69765
34,87,2020-06-29 06:24:01,2020-06-29 07:33:16,8.08968
77,71,2021-01-10 16:16:12,2021-01-10 18:51:12,5.01160
115,35,2021-04-02 02:19:44,2021-04-02 04:02:44,1.77636
99,44,2020-07-25 02:15:34,2020-07-25 03:11:10,3.37200
49,33,2021-06-08 05:58:33,2021-06-08 07:16:03,1.10799
121,43,2021-01-25 10:29:27,2021-01-25 13:02:46,8.03530
80,72,2021-02-15 14:20:21,2021-02-15 15:51:12,7.41394
24,58,2021-05-29 10:41:11,2021-05-29 13:16:39,1.72022
75,109,2021-05-13 22:22:33,2021-05-13 22:58:03,0.59823
20,30,2020-06-09 14:13:10,2020-06-09 16:05:47,1.62851
36,12,2021-11-13 18:12:42,2021-11-13 18:23:10,1.66505
96,66,2021-05-13 02:28:01,2021-05-13 02:40:06,6.36111
33,83,2020-07-14 02:17:20,2020-07-14 03:06:02,9.55732
97,45,2021-02-14 19:44:46,2021-02-14 19:57:32,5.79391
59,106,2020-09-09 15:51:06,2020-09-09 17:44:44,0.00601
54,115,2020-05-12 07:12:47,2020-05-12 07:26:03,5.77792
36,16,2020-10-11 04:59:12,2020-10-11 06:03:14,4.54439
118,15,2021-11-22 21:08:16,2021-11-22 22:03:01,5.15014
50,56,2021-03-01 12:56:07,2021-03-01 14:11:55,9.81250
64,111,2020-09-28 04:00:49,2020-09-28 05:49:55,5.23773
66,73,2020-08-27 10:30:54,2020-08-27 12:14:56,3.43434
121,50,2020-11-16 13:30:58,2020-11-16 14:59:03,2.56663
84,38,2020-06-06 10:44:54,2020-06-06 12:00:59,3.97778
49,47,2020-07-18 00:07:00,2020-07-18 00:31:07,8.14182
35,81,2021-04-12 22:08:13,2021-04-12 23:49:54,5.33761
105,36,2021-09-14 00:59:00,2021-09-14 02:14:29,7.46315
28,93,2021-07-23 11:39:30,2021-07-23 12:57:08,4.09784
86,87,2021-07-04 17:18:26,2021-07-04 17:23:22,5.48146
46,77,2020-10-27 21:50:46,2020-10-27 23:07:10,7.95353
64,110,2020-10-28 15:33:48,2020-10-28 16:09:29,4.64477
70,7,2021-02-12 00:06:42,2021-02-12 02:43:24,8.42520
95,97,2021-08-10 13:32:17,2021-08-10 15:02:08,0.18216
112,104,2021-07-08 03:16:53,2021-07-08 03:57:19,8.39319
7,26,2021-02-04 00:18:17,2021-02-04 02:37:04,0.33129
10,110,2021-01-16 20:27:42,2021-01-16 22:06:21,6.53875
67,33,2020-11-05 23:33:29,2020-11-06 01:56:28,8.63876
37,111,2021-06-16 19:24:58,2021-06-16 20:40:41,4.35694
117,28,2020-07-24 21:26:08,2020-07-24 22:27:59,7.77792
112,3,2021-10-20 00:22:37,2021-10-20 02:11:20,3.16440
123,37,2021-08-20 18:15:24,2021-08-20 20:06:04,5.04325
85,6,2021-04-14 13:09:36,2021-04-14 15:40:51,3.00816
4,77,2021-01-24 04:38:09,2021-01-24 05:06:22,1.74398
50,8,2021-10-16 06:33:53,2021-10-16 08:33:10,6.55960
41,71,2021-11-09 10:17:31,2021-11-09 10:53:39,8.16609
17,12,2020-10-05 04:08:30,2020-10-05 06:30:07,6.99766
34,19,2020-10-24 16:10:43,2020-10-24 16:31:36,2.60254
90,110,2021-09-27 22:55:11,2021-09-28 01:38:15,6.47834
97,47,2021-06-04 21:27:50,2021-06-04 21:47:54,8.47287
115,33,2021-03-08 06:07:19,2021-03-08 08:51:43,4.05203
37,45,2020-11-08 11:07:00,2020-11-08 11:47:43,2.86191
125,60,2021-11-24 10:22:41,2021-11-24 12:22:17,1.67758
46,55,2021-11-05 03:40:32,2021-11-05 05:26:51,8.00482
4,75,2020-12-20 00:10:47,2020-12-20 02:27:19,9.28363
125,78,2020-08-19 17:57:42,2020-08-19 18:36:44,6.81385
98,10,2020-09-01 07:31:44,2020-09-01 07:54:37,1.18521
80,56,2020-08-21 19:06:36,2020-08-21 20:30:56,1.35192
69,111,2020-08-17 00:53:14,2020-08-17 01:30:38,5.32808
90,2,2020-09-05 05:26:17,2020-09-05 07:30:35,6.14544
94,47,2020-08-15 20:11:01,2020-08-15 22:50:29,4.56820
39,41,2021-05-21 15:20:54,2021-05-21 16:12:42,3.62065
19,47,2021-02-10 05:31:12,2021-02-10 08:08:20,6.21734
50,24,2021-04-11 02:29:57,2021-04-11 05:07:12,2.62409
85,71,2020-06-07 15:53:16,2020-06-07 18:00:39,1.11187
99,21,2020-10-09 05:15:53,2020-10-09 06:19:50,1.46086
111,57,2021-11-05 03:21:08,2021-11-05 05:40:36,8.39977
8,7,2020-09-30 13:28:05,2020-09-30 14:03:30,0.15203
6,51,2021-04-13 06:49:16,2021-04-13 07:29:20,6.44375
112,87,2020-08-24 04:33:05,2020-08-24 06:01:33,5.93337
30,48,2021-08-16 19:15:06,2021-08-16 20:01:32,3.45591
20,101,2020-09-19 20:33:22,2020-09-19 23:00:39,5.59961
16,76,2021-09-20 08:13:56,2021-09-20 10:03:22,7.82470
75,58,2020-05-21 21:36:32,2020-05-21 22:40:18,9.09264
13,99,2020-11-23 09:57:33,2020-11-23 11:43:13,4.00859
41,91,2020-08-24 12:57:25,2020-08-24 14:57:37,7.37914
59,27,2021-09-27 22:50:35,2021-09-28 01:21:15,1.61992
97,124,2020-08-10 13:59:01,2020-08-10 14:53:17,8.40454
7,98,2021-10-25 19:30:18,2021-10-25 21:47:21,4.72374
16,36,2020-12-27 00:08:31,2020-12-27 00:49:47,8.50304
79,39,2021-07-08 10:05:01,2021-07-08 12:46:20,7.57296
37,81,2020-07-01 19:19:18,2020-07-01 21:49:55,3.66504
103,22,2020-07-08 20:21:58,2020-07-08 21:52:42,5.82360
12,25,2021-04-24 09:17:37,2021-04-24 10:46:58,0.78951
44,20,2021-08-03 15:19:07,2021-08-03 17:35:06,8.37359
41,49,2021-06-05 18:14:20,2021-06-05 20:17:48,8.96448
23,103,2020-06-26 22:37:42,2020-06-27 00:09:02,2.16964
102,40,2020-12-16 16:47:50,2020-12-16 18:28:34,0.99742
86,102,2020-10-15 17:53:14,2020-10-15 19:08:25,8.71710
21,66,2021-11-05 03:06:34,2021-11-05 03:17:59,3.53596
102,62,2021-03-11 01:53:38,2021-03-11 04:08:50,7.69111
121,56,2020-10-25 17:21:34,2020-10-25 18:46:34,3.55735
23,8,2021-09-18 04:58:50,2021-09-18 06:09:37,3.44296
57,103,2021-10-16 16:03:36,2021-10-16 18:08:29,3.87609
46,1,2021-06-21 15:38:02,2021-06-21 17:04:16,1.50239
97,66,2021-05-18 10:11:11,2021-05-18 10:37:01,8.28670
27,108,2020-05-12 01:47:41,2020-05-12 02:27:00,1.81312
25,120,2021-08-28 20:20:53,2021-08-28 22:53:14,5.56110
10,72,2021-03-17 22:42:15,2021-03-18 00:01:36,5.38194
10,45,2021-10-14 05:17:53,2021-10-14 05:49:46,1.89989
35,90,2020-07-30 10:39:26,2020-07-30 12:04:59,3.52206
81,2,2021-09-16 22:37:11,2021-09-16 22:52:22,2.38903
67,34,2021-04-10 03:26:22,2021-04-10 06:11:57,6.76006
52,24,2021-03-08 01:50:13,2021-03-08 04:10:29,5.70421
14,82,2021-10-26 15:58:53,2021-10-26 17:15:42,6.93164
36,91,2020-11-01 14:52:52,2020-11-01 16:48:09,5.43167
60,12,2021-09-15 07:55:55,2021-09-15 10:19:15,1.30887
42,122,2021-03-11 18:15:04,2021-03-11 20:52:00,1.08876
67,93,2020-09-01 06:40:47,2020-09-01 06:43:12,4.11707
51,94,2020-06-20 15:13:44,2020-06-20 15:17:02,6.77617
86,118,2021-07-04 12:08:21,2021-07-04 12:58:44,5.88322
41,103,2021-11-21 05:24:18,2021-11-21 05:31:03,7.30702
9,73,2020-07-09 06:34:58,2020-07-09 06:44:56,2.52123
102,65,2020-05-31 21:45:10,2020-05-31 22:32:38,8.81393
37,108,2020-08-11 15:29:43,2020-08-11 17:01:49,5.87187
106,30,2021-10-04 05:56:44,2021-10-04 07:57:50,5.70625
75,119,2021-08-26 00:28:54,2021-08-26 02:37:55,6.18621
81,74,2021-04-29 18:18:47,2021-04-29 18:31:47,3.42728
35,122,2021-07-26 21:10:43,2021-07-26 23:52:21,3.83686
62,37,2020-12-28 11:56:11,2020-12-28 12:45:42,5.63570
5,22,2021-01-28 02:42:46,2021-01-28 04:19:36,7.62145
101,17,2020-09-24 20:08:23,2020-09-24 21:50:36,4.68288
67,78,2021-03-10 22:51:38,2021-03-11 01:21:13,6.92249
84,81,2021-03-20 15:54:15,2021-03-20 17:28:57,8.79311
28,5,2021-06-15 01:02:57,2021-06-15 03:42:44,3.53328
34,7,2020-05-22 03:36:09,2020-05-22 05:54:28,8.28777
3,1,2021-11-22 00:39:58,2021-11-22 02:00:00,3.19734
23,93,2020-07-21 23:31:28,2020-07-22 01:57:27,5.31159
25,88,2020-12-08 06:32:59,2020-12-08 07:12:12,5.38624
97,124,2021-07-06 15:25:33,2021-07-06 17:38:53,0.82779
117,82,2021-11-25 02:14:09,2021-11-25 03:05:40,1.06700
70,87,2020-05-26 19:54:43,2020-05-26 21:06:10,4.71794
91,25,2020-07-27 10:59:40,2020-07-27 12:35:27,1.10925
9,111,2020-08-07 17:58:35,2020-08-07 19:16:58,7.57919
42,85,2020-08-05 21:10:45,2020-08-05 23:14:22,9.83966
121,17,2020-09-27 10:28:59,2020-09-27 12:11:37,9.22243
75,33,2021-04-11 07:58:26,2021-04-11 09:46:26,8.39545
122,27,2021-07-29 03:28:10,2021-07-29 05:34:34,5.39345
95,92,2020-05-06 09:02:39,2020-05-06 11:31:29,0.48650
96,7,2021-04-03 21:40:42,2021-04-03 23:28:58,6.15408
58,35,2021-05-22 18:38:13,2021-05-22 19:57:01,2.67999
22,122,2021-02-17 20:27:39,2021-02-17 22:02:41,0.32402
97,119,2021-07-30 08:03:05,2021-07-30 10:38:46,7.12452
74,118,2021-09-20 05:36:29,2021-09-20 06:49:32,3.67700
101,100,2020-09-29 01:12:44,2020-09-29 01:28:20,9.93549
26,114,2021-10-13 15:50:51,2021-10-13 18:21:41,8.32474
49,35,2021-04-15 23:17:16,2021-04-16 00:42:04,2.58926
66,43,2020-09-16 14:15:58,2020-09-16 14:56:36,2.98424
2,39,2021-08-10 04:45:45,2021-08-10 06:04:13,1.32911
77,119,2021-10-03 05:03:31,2021-10-03 07:33:45,9.85386
17,79,2020-11-19 13:25:31,2020-11-19 13:59:50,1.21354
35,54,2021-05-04 00:19:09,2021-05-04 01:50:23,9.35276
20,62,2020-08-04 09:06:08,2020-08-04 10:44:36,7.87304
91,67,2021-04-28 22:02:49,2021-04-29 00:05:24,5.58701
25,53,2021-04-20 04:56:07,2021-04-20 05:35:12,5.17763
62,114,2020-08-13 15:07:21,2020-08-13 17:30:22,2.42659
64,112,2020-11-12 16:35:11,2020-11-12 17:35:37,7.11637
16,20,2021-01-08 04:20:05,2021-01-08 06:38:45,3.93413
105,55,2021-04-16 21:54:40,2021-04-16 23:03:37,0.15937
89,11,2021-01-07 18:40:42,2021-01-07 20:28:55,4.56203
103,106,2020-11-25 05:27:04,2020-11-25 05:29:17,8.32334
112,48,2021-09-29 10:53:54,2021-09-29 12:50:57,7.75068
1,115,2021-01-22 13:17:01,2021-01-22 16:00:15,8.85555
4,25,2021-03-04 07:33:58,2021-03-04 08:29:07,5.50081
63,36,2021-10-17 21:57:41,2021-10-17 23:43:48,3.52973
2,112,2021-02-26 00:14:40,2021-02-26 02:22:54,6.37052
47,25,2020-07-19 00:41:39,2020-07-19 01:37:29,2.69516
60,73,2021-08-07 16:24:01,2021-08-07 16:55:53,5.44255
112,88,2020-07-22 06:39:12,2020-07-22 08:47:35,4.63646
76,121,2021-07-01 04:07:20,2021-07-01 06:37:42,9.80932
85,93,2021-08-17 01:09:17,2021-08-17 02:52:03,4.52578
113,83,2021-09-19 10:17:13,2021-09-19 10:50:16,3.23074
52,40,2020-05-24 10:29:21,2020-05-24 12:23:23,4.04517
89,58,2021-04-16 05:40:46,2021-04-16 07:14:14,0.09775
124,63,2020-11-21 08:01:57,2020-11-21 09:01:42,5.90102
85,44,2021-03-21 15:36:19,2021-03-21 15:52:45,2.56506
25,2,2021-06-05 01:32:53,2021-06-05 02:48:28,4.30502
68,94,2021-01-25 08:51:47,2021-01-25 11:04:50,2.08991
83,54,2020-09-20 00:40:52,2020-09-20 02:53:03,2.71050
79,15,2020-10-30 03:15:11,2020-10-30 05:01:46,1.14573
20,45,2020-10-10 00:33:56,2020-10-10 02:10:58,4.76190
6,42,2021-03-23 19:16:25,2021-03-23 21:14:28,9.56396
62,43,2021-06-05 07:23:45,2021-06-05 09:31:23,6.26438
